person_age,person_income,loan_amnt,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
29.0,38959.0,17868.0,11.11,0.46,718,No,1
27.0,90941.0,8000.0,13.49,0.09,647,Yes,0
30.0,43955.0,5000.0,9.82,0.11,541,Yes,0
27.0,47749.0,2084.0,11.83,0.04,627,No,0
22.0,84775.0,16000.0,16.63,0.19,655,Yes,0
29.0,107680.0,7200.0,11.01,0.07,611,No,0
27.0,96929.0,12000.0,6.99,0.12,573,Yes,0
34.0,41084.0,4000.0,16.45,0.1,696,No,1
42.0,16684.0,2500.0,11.01,0.15,634,No,1
22.0,48902.0,12000.0,11.89,0.25,652,No,0
27.0,29539.0,6000.0,10.02,0.2,652,No,0
32.0,75334.0,6000.0,11.36,0.08,673,Yes,0
24.0,122328.0,24250.0,12.53,0.2,654,No,0
24.0,88865.0,6500.0,5.42,0.07,610,Yes,0
40.0,93348.0,12000.0,11.01,0.13,588,Yes,0
26.0,67555.0,16734.0,10.5,0.25,640,No,1
24.0,89096.0,4600.0,9.99,0.05,656,Yes,0
33.0,37621.0,10000.0,9.33,0.27,629,No,1
37.0,51375.0,8400.0,13.49,0.16,606,Yes,0
28.0,91041.0,4000.0,12.85,0.04,579,Yes,0
35.0,31209.0,7050.0,12.23,0.23,663,No,0
26.0,54943.0,7000.0,7.48,0.13,530,Yes,0
26.0,104174.0,5000.0,11.12,0.05,600,No,0
24.0,109086.0,5000.0,11.34,0.05,660,No,0
47.0,96414.0,16000.0,7.51,0.17,676,No,0
23.0,90015.0,10000.0,11.01,0.11,632,No,1
23.0,51527.0,10513.0,14.46,0.2,531,Yes,0
24.0,25005.0,2400.0,15.62,0.1,657,No,1
32.0,88167.0,4000.0,5.42,0.05,692,No,0
24.0,92126.0,13500.0,9.99,0.15,636,No,0
24.0,29585.0,11500.0,7.51,0.39,599,No,1
35.0,93302.0,5900.0,5.99,0.06,604,No,0
27.0,71916.0,18000.0,12.18,0.25,638,No,1
33.0,18181.0,2100.0,15.21,0.12,647,No,1
25.0,66951.0,2500.0,7.88,0.04,708,No,0
29.0,116359.0,15200.0,13.85,0.13,683,No,1
25.0,40278.0,6000.0,10.59,0.15,708,Yes,0
26.0,144866.0,5000.0,13.49,0.03,603,Yes,0
31.0,94630.0,20000.0,14.26,0.21,594,No,1
24.0,64519.0,6400.0,13.67,0.1,640,Yes,0
29.0,95803.0,11145.0,15.11,0.12,654,No,1
28.0,75296.0,3000.0,9.96,0.04,571,Yes,0
27.0,38624.0,11261.0,8.15,0.29,585,Yes,0
22.0,60734.0,5000.0,7.46,0.08,642,Yes,0
26.0,108785.0,10000.0,6.1,0.09,529,Yes,0
26.0,90240.0,9600.0,10.8,0.11,678,No,0
25.0,175032.0,7019.0,10.94,0.04,565,No,0
22.0,63490.0,8000.0,15.58,0.13,569,No,1
25.0,107530.0,1300.0,10.59,0.01,653,Yes,0
27.0,97213.0,15000.0,15.58,0.15,577,Yes,0
25.0,49038.0,16000.0,11.71,0.33,678,No,1
22.0,38322.0,5550.0,11.36,0.14,686,No,1
31.0,50101.0,4000.0,10.34,0.08,692,Yes,0
26.0,87262.0,4000.0,9.32,0.05,683,Yes,0
24.0,61017.0,15850.0,16.35,0.26,640,No,1
37.0,26028.0,4000.0,19.41,0.15,633,Yes,0
23.0,76632.0,2400.0,7.9,0.03,684,No,0
26.0,37590.0,6284.0,10.86,0.17,657,No,0
39.0,41779.0,5000.0,8.49,0.12,668,No,1
25.0,101581.0,6300.0,7.88,0.06,576,Yes,0
25.0,41333.0,5000.0,11.35,0.12,585,No,1
22.0,51597.0,10000.0,11.79,0.19,564,Yes,0
27.0,82717.0,16500.0,7.88,0.2,600,Yes,0
34.0,219900.0,15000.0,12.84,0.07,700,No,0
40.0,60932.0,6000.0,14.96,0.1,746,No,0
22.0,55240.0,6000.0,11.41,0.11,554,Yes,0
24.0,29613.0,2000.0,14.61,0.07,629,No,1
24.0,63648.0,8000.0,10.99,0.13,540,Yes,0
35.0,84973.0,8443.0,9.28,0.1,630,Yes,0
32.0,169298.0,5000.0,10.38,0.03,613,Yes,0
23.0,62100.0,14400.0,7.51,0.23,665,Yes,0
28.0,331952.0,6782.0,9.57,0.02,638,No,0
23.0,35856.0,10000.0,18.62,0.28,685,No,1
23.0,114815.0,35000.0,7.9,0.3,663,No,0
22.0,95068.0,11000.0,17.99,0.12,643,No,1
28.0,39384.0,6000.0,11.01,0.15,677,Yes,0
24.0,36940.0,5000.0,11.62,0.14,659,No,0
22.0,45443.0,5700.0,5.42,0.13,598,Yes,0
29.0,99651.0,19450.0,9.91,0.2,648,Yes,0
23.0,73898.0,6000.0,11.01,0.08,535,Yes,0
27.0,44926.0,9000.0,7.49,0.2,656,No,0
32.0,41558.0,2800.0,9.32,0.07,585,Yes,0
21.0,28428.0,6000.0,10.95,0.21,625,Yes,0
24.0,165851.0,5000.0,10.99,0.03,665,Yes,0
32.0,37171.0,13750.0,12.73,0.37,689,No,1
32.0,92415.0,14000.0,10.38,0.15,684,No,0
23.0,54975.0,12000.0,12.69,0.22,636,Yes,0
29.0,169228.0,16775.0,14.27,0.1,672,No,0
23.0,90109.0,25000.0,10.36,0.28,653,No,1
30.0,103086.0,7800.0,6.03,0.08,651,Yes,0
38.0,78640.0,8000.0,11.41,0.1,637,No,0
28.0,80144.0,10000.0,7.9,0.12,577,Yes,0
30.0,36791.0,8000.0,15.7,0.22,614,No,0
25.0,47488.0,3000.0,7.29,0.06,622,Yes,0
22.0,78875.0,10000.0,11.11,0.13,681,Yes,0
27.0,241057.0,10000.0,7.51,0.04,666,Yes,0
32.0,69195.0,12987.0,7.88,0.19,648,No,0
29.0,37244.0,5000.0,9.29,0.13,708,Yes,0
23.0,73283.0,10400.0,14.91,0.14,593,Yes,0
35.0,157060.0,5000.0,10.65,0.03,643,Yes,0
41.0,84494.0,10000.0,7.88,0.12,649,Yes,0
29.0,52781.0,6000.0,11.14,0.11,589,Yes,0
32.0,96813.0,12000.0,6.62,0.12,691,No,0
23.0,33227.0,18000.0,11.54,0.54,679,No,1
22.0,29673.0,5200.0,13.49,0.18,610,Yes,0
25.0,12268.0,1200.0,15.23,0.1,686,Yes,0
25.0,60425.0,12000.0,7.14,0.2,593,No,0
23.0,64177.0,14000.0,14.27,0.22,557,No,0
23.0,120893.0,10000.0,8.97,0.08,627,No,0
32.0,217072.0,12501.0,12.99,0.06,613,Yes,0
24.0,60808.0,9000.0,11.24,0.15,657,Yes,0
36.0,41120.0,4800.0,8.11,0.12,610,Yes,0
21.0,68428.0,12000.0,10.75,0.18,652,Yes,0
41.0,46309.0,8875.0,19.03,0.19,654,Yes,0
25.0,69915.0,6000.0,11.28,0.09,620,No,1
22.0,72796.0,5000.0,6.54,0.07,641,Yes,0
22.0,51299.0,10000.0,11.82,0.19,690,No,0
35.0,102960.0,17000.0,7.88,0.17,688,No,0
28.0,66894.0,8000.0,11.01,0.12,630,Yes,0
28.0,135373.0,15000.0,12.54,0.11,664,No,0
23.0,128491.0,10000.0,7.14,0.08,546,Yes,0
22.0,55302.0,2800.0,13.49,0.05,646,Yes,0
22.0,88756.0,9600.0,8.94,0.11,662,No,1
42.0,53885.0,8400.0,13.57,0.16,628,No,1
32.0,79116.0,5600.0,11.58,0.07,666,No,0
23.0,60802.0,16000.0,14.54,0.26,724,No,1
42.0,62219.0,18000.0,9.91,0.29,553,Yes,0
23.0,43016.0,2500.0,7.51,0.06,603,Yes,0
34.0,163066.0,15000.0,5.42,0.09,664,Yes,0
22.0,75378.0,3600.0,7.37,0.05,701,No,0
31.0,87414.0,6000.0,7.67,0.07,646,No,0
34.0,76454.0,18000.0,11.01,0.24,645,No,0
25.0,51596.0,12000.0,7.9,0.23,634,No,0
25.0,102691.0,2000.0,11.01,0.02,639,No,0
26.0,139294.0,20000.0,9.38,0.14,604,No,0
25.0,78041.0,8000.0,6.03,0.1,637,Yes,0
28.0,34005.0,2091.0,14.33,0.06,642,No,1
31.0,110908.0,6000.0,11.01,0.05,644,Yes,0
27.0,35820.0,4000.0,10.83,0.11,659,Yes,0
22.0,48780.0,4800.0,5.42,0.1,595,No,0
23.0,127148.0,10000.0,11.01,0.08,667,No,0
42.0,49083.0,1950.0,11.86,0.04,677,No,0
35.0,82302.0,16000.0,11.9,0.19,616,Yes,0
24.0,133025.0,27300.0,7.51,0.21,637,No,0
24.0,67958.0,7875.0,10.65,0.12,671,No,0
25.0,38495.0,5200.0,5.42,0.14,713,No,0
25.0,67974.0,3071.0,10.07,0.05,636,No,0
31.0,18533.0,4750.0,14.59,0.26,677,No,1
24.0,78712.0,3600.0,11.96,0.05,658,No,0
24.0,98067.0,6407.0,7.64,0.07,710,No,0
41.0,458696.0,35000.0,13.49,0.08,558,Yes,0
23.0,110245.0,8000.0,17.19,0.07,644,No,0
26.0,96162.0,7200.0,9.99,0.07,653,No,0
24.0,59776.0,20000.0,11.34,0.33,668,No,1
30.0,113906.0,14400.0,14.27,0.13,714,No,0
26.0,127332.0,17933.0,9.4,0.14,544,Yes,0
23.0,29951.0,4750.0,10.81,0.16,640,No,0
38.0,38473.0,5850.0,13.49,0.15,630,Yes,0
29.0,120697.0,6000.0,11.14,0.05,646,No,0
48.0,50548.0,5000.0,7.3,0.1,719,No,0
27.0,66833.0,11000.0,5.42,0.16,679,Yes,0
28.0,34886.0,5045.0,15.83,0.14,632,No,1
23.0,31291.0,10000.0,9.45,0.32,680,No,1
27.0,53129.0,5300.0,14.65,0.1,729,No,0
22.0,41747.0,1200.0,14.61,0.03,508,No,1
25.0,31235.0,3000.0,10.84,0.1,618,No,1
23.0,32476.0,5400.0,10.38,0.17,678,Yes,0
24.0,73467.0,5500.0,8.0,0.07,664,No,0
23.0,91208.0,5000.0,11.12,0.05,537,Yes,0
30.0,80169.0,10000.0,15.74,0.12,690,No,1
26.0,36993.0,5000.0,11.01,0.14,531,Yes,0
23.0,106613.0,10000.0,8.94,0.09,598,Yes,0
28.0,102905.0,9073.0,7.59,0.09,641,Yes,0
22.0,29616.0,1500.0,18.79,0.05,635,No,1
22.0,14840.0,6700.0,7.66,0.45,543,No,1
30.0,52001.0,15000.0,10.75,0.29,659,No,1
24.0,94649.0,30000.0,11.01,0.32,624,No,1
28.0,60897.0,10225.0,11.01,0.17,649,Yes,0
23.0,59480.0,2400.0,7.66,0.04,696,Yes,0
57.0,64751.0,5800.0,13.16,0.09,746,Yes,0
27.0,41151.0,6000.0,14.98,0.15,666,No,1
31.0,130211.0,20000.0,15.56,0.15,578,No,1
24.0,29661.0,4000.0,11.8,0.13,669,No,0
29.0,51677.0,5000.0,11.01,0.1,705,No,0
27.0,50620.0,9600.0,11.01,0.19,635,Yes,0
41.0,26070.0,3000.0,11.01,0.12,617,Yes,0
25.0,58491.0,8000.0,10.59,0.14,659,Yes,0
24.0,68318.0,2000.0,11.49,0.03,640,Yes,0
34.0,85345.0,5000.0,9.91,0.06,658,No,0
25.0,132836.0,25000.0,11.7,0.19,531,Yes,0
35.0,164214.0,15000.0,11.01,0.09,628,No,0
39.0,73264.0,6000.0,15.27,0.08,596,Yes,0
37.0,175346.0,11375.0,10.99,0.06,571,No,1
28.0,138928.0,2850.0,6.54,0.02,641,Yes,0
55.0,90925.0,20000.0,11.83,0.22,659,Yes,0
30.0,57479.0,10000.0,12.03,0.17,674,Yes,0
28.0,50062.0,6700.0,6.99,0.13,653,Yes,0
29.0,73004.0,6000.0,10.01,0.08,611,Yes,0
24.0,26681.0,5000.0,6.99,0.19,604,No,0
26.0,42992.0,16000.0,6.03,0.37,670,No,1
24.0,132677.0,5600.0,12.98,0.04,684,Yes,0
27.0,132910.0,25000.0,16.32,0.19,544,Yes,0
23.0,65968.0,3000.0,11.01,0.05,663,No,0
23.0,50166.0,4200.0,14.54,0.08,622,Yes,0
31.0,79410.0,3000.0,5.42,0.04,612,Yes,0
25.0,103597.0,5000.0,11.14,0.05,611,No,1
25.0,49314.0,12000.0,14.83,0.24,681,Yes,0
42.0,151217.0,35000.0,7.9,0.23,675,No,0
27.0,43055.0,12000.0,9.91,0.28,551,No,1
31.0,166512.0,24000.0,15.65,0.14,632,No,1
23.0,101647.0,23000.0,11.99,0.23,677,No,0
24.0,40721.0,8875.0,11.85,0.22,552,Yes,0
22.0,51319.0,10443.0,10.22,0.2,580,Yes,0
28.0,94647.0,12000.0,16.95,0.13,717,No,1
23.0,66995.0,8000.0,5.42,0.12,613,Yes,0
24.0,69484.0,25000.0,9.86,0.36,611,Yes,0
22.0,51566.0,5000.0,8.94,0.1,658,Yes,0
24.0,49086.0,15250.0,13.98,0.31,543,Yes,0
24.0,48815.0,5000.0,14.11,0.1,579,No,1
23.0,106607.0,15000.0,12.42,0.14,649,Yes,0
24.0,85269.0,11000.0,7.79,0.13,589,Yes,0
30.0,18709.0,1200.0,8.0,0.06,660,No,0
33.0,48840.0,4000.0,11.01,0.08,554,Yes,0
27.0,95844.0,2875.0,14.59,0.03,711,Yes,0
21.0,133197.0,20000.0,11.01,0.15,677,Yes,0
21.0,43051.0,1500.0,9.63,0.03,681,No,0
29.0,42680.0,5569.0,12.57,0.13,726,No,0
26.0,53782.0,20000.0,17.27,0.37,642,No,1
23.0,67437.0,25000.0,19.04,0.37,647,No,1
30.0,69616.0,15000.0,7.75,0.22,656,Yes,0
21.0,60927.0,10000.0,6.99,0.16,582,Yes,0
37.0,80303.0,17000.0,12.73,0.21,634,Yes,0
27.0,75397.0,5000.0,11.01,0.07,603,No,0
23.0,39169.0,5000.0,7.55,0.13,654,No,0
27.0,81931.0,2800.0,13.04,0.03,562,No,0
48.0,79247.0,7632.0,7.3,0.1,641,No,0
23.0,113719.0,10000.0,9.45,0.09,530,Yes,0
22.0,115010.0,5000.0,10.59,0.04,614,Yes,0
26.0,97071.0,11000.0,12.48,0.11,638,Yes,0
23.0,43888.0,12250.0,10.74,0.28,650,No,1
22.0,65687.0,10000.0,14.61,0.15,658,No,1
23.0,78665.0,7000.0,11.86,0.09,605,No,0
27.0,44164.0,2000.0,12.77,0.05,627,Yes,0
23.0,48942.0,16000.0,12.99,0.33,613,No,1
27.0,94418.0,24000.0,11.45,0.25,598,No,1
24.0,46820.0,9600.0,11.01,0.21,583,No,0
34.0,166835.0,25000.0,12.17,0.15,704,Yes,0
24.0,58146.0,9788.0,10.41,0.17,610,Yes,0
33.0,93590.0,29238.0,17.27,0.31,606,No,0
26.0,78063.0,4500.0,8.94,0.06,520,Yes,0
21.0,44498.0,8800.0,13.85,0.2,541,Yes,0
29.0,111433.0,10000.0,9.63,0.09,633,Yes,0
23.0,84659.0,16000.0,11.01,0.19,587,Yes,0
21.0,79123.0,15000.0,12.42,0.19,646,No,0
21.0,40769.0,2000.0,13.61,0.05,638,No,1
29.0,110197.0,16800.0,11.01,0.15,710,No,0
31.0,61106.0,3500.0,11.01,0.06,584,Yes,0
23.0,74415.0,2500.0,7.49,0.03,657,No,0
28.0,79168.0,15000.0,9.99,0.19,632,Yes,0
31.0,55197.0,8000.0,10.99,0.14,538,No,0
23.0,81255.0,25000.0,7.9,0.31,647,No,1
24.0,87190.0,8200.0,7.88,0.09,644,Yes,0
23.0,46601.0,13000.0,11.16,0.28,649,No,1
23.0,93257.0,13764.0,11.04,0.15,623,Yes,0
22.0,55779.0,10000.0,14.66,0.18,597,Yes,0
23.0,85052.0,10000.0,11.01,0.12,679,No,0
25.0,136793.0,14400.0,11.71,0.11,639,No,1
23.0,29640.0,4200.0,10.99,0.14,595,Yes,0
25.0,55949.0,5000.0,11.01,0.09,573,Yes,0
27.0,54725.0,10825.0,10.99,0.2,524,Yes,0
32.0,77756.0,11200.0,14.74,0.14,710,No,0
25.0,73046.0,9000.0,9.91,0.12,566,Yes,0
31.0,34064.0,3000.0,12.95,0.09,696,Yes,0
30.0,57242.0,11200.0,13.98,0.2,535,No,1
37.0,60817.0,15000.0,9.22,0.25,582,Yes,0
43.0,74422.0,11026.0,15.97,0.15,699,No,1
27.0,89246.0,19950.0,14.96,0.22,660,Yes,0
23.0,37522.0,5000.0,11.12,0.13,660,No,0
25.0,40665.0,13478.0,12.06,0.33,599,No,1
28.0,90732.0,10000.0,7.95,0.11,591,Yes,0
34.0,72520.0,12000.0,6.92,0.17,680,No,0
30.0,72522.0,14000.0,15.28,0.19,691,Yes,0
22.0,22419.0,3000.0,11.53,0.13,646,No,1
25.0,109309.0,6000.0,7.74,0.05,671,No,0
30.0,115159.0,4000.0,7.14,0.03,691,Yes,0
30.0,42061.0,4000.0,10.95,0.1,664,Yes,0
47.0,58865.0,2500.0,14.65,0.04,728,Yes,0
29.0,45671.0,4800.0,10.36,0.11,615,Yes,0
29.0,145111.0,6250.0,12.53,0.04,507,Yes,0
26.0,68949.0,2500.0,11.01,0.04,645,No,0
36.0,96613.0,10000.0,7.35,0.1,654,No,0
26.0,151246.0,19627.0,12.12,0.13,510,Yes,0
24.0,70387.0,6500.0,11.01,0.09,573,Yes,0
27.0,81288.0,6000.0,9.99,0.07,646,Yes,0
22.0,29694.0,6000.0,11.49,0.2,578,Yes,0
27.0,43052.0,14500.0,13.98,0.34,675,No,1
27.0,46682.0,4000.0,8.08,0.09,686,No,0
23.0,136564.0,2500.0,7.37,0.02,628,Yes,0
29.0,36937.0,3500.0,11.86,0.09,640,Yes,0
31.0,47768.0,5200.0,13.48,0.11,620,No,0
26.0,54759.0,10000.0,16.89,0.18,596,No,0
22.0,15170.0,1500.0,6.99,0.1,647,Yes,0
23.0,49563.0,3000.0,13.44,0.06,589,Yes,0
26.0,75416.0,24000.0,7.9,0.32,620,No,1
21.0,37068.0,10000.0,11.99,0.27,606,No,1
23.0,39746.0,6000.0,10.71,0.15,677,Yes,0
27.0,50030.0,10000.0,14.27,0.2,648,Yes,0
23.0,72869.0,9800.0,13.49,0.13,707,No,0
22.0,40361.0,9250.0,14.46,0.23,662,No,1
24.0,84765.0,25000.0,11.01,0.29,689,No,0
21.0,45508.0,4200.0,9.32,0.09,648,No,0
22.0,37009.0,5000.0,9.88,0.14,523,No,1
25.0,99394.0,22000.0,17.51,0.22,646,No,1
25.0,202600.0,35000.0,10.65,0.17,618,Yes,0
23.0,99230.0,10993.0,10.96,0.11,683,No,0
27.0,77718.0,5000.0,5.79,0.06,688,No,0
25.0,73841.0,14400.0,12.53,0.2,678,No,0
34.0,59196.0,8400.0,11.52,0.14,726,Yes,0
39.0,49107.0,5200.0,6.62,0.11,651,No,0
26.0,48887.0,12000.0,10.3,0.25,685,Yes,0
24.0,37260.0,6000.0,13.57,0.16,634,No,0
28.0,73227.0,7000.0,7.66,0.1,519,Yes,0
27.0,157073.0,21000.0,10.66,0.13,665,Yes,0
29.0,53669.0,5400.0,16.0,0.1,692,No,1
25.0,37091.0,8300.0,8.9,0.22,590,No,1
23.0,69849.0,1000.0,11.01,0.01,630,Yes,0
27.0,75709.0,13000.0,8.2,0.17,634,No,0
23.0,130529.0,10000.0,11.01,0.08,751,No,1
27.0,156732.0,10000.0,7.18,0.06,714,Yes,0
23.0,71418.0,3000.0,10.36,0.04,672,No,1
32.0,111291.0,8400.0,15.99,0.08,602,No,1
24.0,49023.0,7500.0,13.22,0.15,616,Yes,0
24.0,46467.0,12000.0,13.23,0.26,659,No,1
23.0,47672.0,5000.0,12.11,0.1,507,No,1
28.0,51584.0,2000.0,10.79,0.04,648,Yes,0
22.0,70096.0,16000.0,17.15,0.23,554,No,1
24.0,57403.0,6000.0,11.11,0.1,653,Yes,0
30.0,116101.0,6000.0,7.96,0.05,734,Yes,0
25.0,67302.0,6000.0,15.23,0.09,666,No,0
23.0,96579.0,9000.0,9.62,0.09,560,Yes,0
33.0,94643.0,20000.0,15.96,0.21,623,Yes,0
24.0,87662.0,10000.0,11.01,0.11,658,Yes,0
37.0,58599.0,3500.0,7.88,0.06,660,No,0
30.0,64802.0,12000.0,6.03,0.19,693,Yes,0
24.0,77633.0,1200.0,10.74,0.02,603,Yes,0
24.0,74395.0,6400.0,8.59,0.09,666,Yes,0
27.0,182700.0,20000.0,14.74,0.11,651,No,1
37.0,70806.0,18200.0,10.99,0.26,528,No,1
24.0,118671.0,12000.0,6.03,0.1,663,Yes,0
27.0,30941.0,10750.0,10.25,0.35,641,No,1
25.0,144554.0,15000.0,12.59,0.1,662,Yes,0
31.0,90664.0,10000.0,15.58,0.11,687,No,1
26.0,41510.0,6925.0,15.99,0.17,561,No,1
29.0,145036.0,23000.0,11.49,0.16,697,No,0
24.0,41061.0,6000.0,10.59,0.15,583,Yes,0
40.0,63651.0,7000.0,14.65,0.11,652,No,1
35.0,36992.0,11000.0,10.65,0.3,625,Yes,0
22.0,46665.0,2000.0,11.36,0.04,715,Yes,0
22.0,58498.0,15000.0,11.86,0.26,630,Yes,0
33.0,16684.0,1462.0,9.59,0.09,675,No,0
42.0,84936.0,10000.0,7.72,0.12,640,Yes,0
30.0,86222.0,12000.0,8.9,0.14,705,Yes,0
24.0,75777.0,9500.0,6.54,0.13,670,No,0
23.0,81110.0,5600.0,7.49,0.07,638,Yes,0
21.0,73196.0,8000.0,12.23,0.11,659,Yes,0
30.0,121948.0,7632.0,12.9,0.06,712,No,0
27.0,117566.0,1500.0,10.95,0.01,638,Yes,0
22.0,103181.0,12800.0,6.54,0.12,648,Yes,0
24.0,73096.0,1675.0,6.54,0.02,694,No,0
32.0,65683.0,10975.0,7.66,0.17,636,No,0
24.0,150872.0,10000.0,10.99,0.07,684,No,0
26.0,150504.0,10000.0,10.75,0.07,595,Yes,0
32.0,61223.0,2200.0,15.65,0.04,666,Yes,0
23.0,66232.0,4200.0,10.99,0.06,657,No,1
30.0,217143.0,12500.0,6.03,0.06,692,No,0
22.0,79120.0,9000.0,9.91,0.11,662,Yes,0
32.0,63776.0,9500.0,6.92,0.15,689,No,0
39.0,301107.0,4000.0,15.23,0.01,613,Yes,0
24.0,34643.0,7120.0,10.79,0.21,564,Yes,0
41.0,205172.0,20000.0,11.11,0.1,610,No,0
21.0,30890.0,5000.0,11.01,0.16,528,No,1
21.0,33984.0,7500.0,6.76,0.22,557,No,0
26.0,70385.0,2150.0,15.62,0.03,624,No,1
44.0,114867.0,21200.0,9.91,0.18,651,No,0
34.0,60969.0,16000.0,7.51,0.26,669,Yes,0
23.0,252973.0,12000.0,10.59,0.05,620,Yes,0
24.0,57444.0,15000.0,18.64,0.26,637,No,1
23.0,105254.0,15000.0,14.35,0.14,559,Yes,0
38.0,89945.0,9000.0,12.84,0.1,656,No,0
23.0,33010.0,2800.0,12.29,0.08,566,No,0
40.0,37007.0,10625.0,11.01,0.29,560,No,1
33.0,34356.0,4800.0,9.63,0.14,545,Yes,0
26.0,241298.0,2500.0,13.61,0.01,740,Yes,0
30.0,67244.0,5000.0,8.0,0.07,609,Yes,0
27.0,43857.0,4800.0,8.49,0.11,668,No,0
26.0,88672.0,20000.0,12.53,0.23,571,No,1
33.0,162950.0,10000.0,7.51,0.06,636,No,0
24.0,53990.0,7400.0,13.99,0.14,624,No,1
33.0,31084.0,6625.0,12.69,0.21,566,No,1
22.0,73232.0,10000.0,11.14,0.14,649,Yes,0
23.0,48327.0,10000.0,14.22,0.21,608,Yes,0
25.0,132714.0,8000.0,9.32,0.06,610,Yes,0
29.0,109485.0,12000.0,7.09,0.11,568,Yes,0
35.0,34533.0,9600.0,13.57,0.28,609,No,1
29.0,102952.0,20000.0,14.61,0.19,582,Yes,0
30.0,90935.0,16000.0,8.9,0.18,637,Yes,0
22.0,85101.0,5025.0,11.01,0.06,633,Yes,0
29.0,47989.0,6000.0,12.69,0.13,652,No,1
35.0,127331.0,3000.0,10.37,0.02,681,Yes,0
30.0,35382.0,9000.0,10.21,0.25,641,No,1
29.0,70604.0,20000.0,9.91,0.28,623,No,1
23.0,73001.0,25850.0,7.9,0.35,621,Yes,0
24.0,55063.0,5000.0,7.88,0.09,588,Yes,0
23.0,94557.0,20000.0,11.01,0.21,624,Yes,0
22.0,53799.0,7380.0,7.91,0.14,594,Yes,0
32.0,156899.0,13000.0,12.69,0.08,711,No,0
32.0,57367.0,8000.0,8.59,0.14,629,Yes,0
27.0,92228.0,18000.0,17.26,0.2,586,No,1
23.0,72888.0,5600.0,10.99,0.08,632,No,0
29.0,35403.0,4500.0,7.88,0.13,682,No,0
23.0,36923.0,10000.0,12.97,0.27,613,No,1
23.0,85100.0,12000.0,8.32,0.14,636,Yes,0
22.0,51527.0,7000.0,9.84,0.14,531,Yes,0
44.0,76897.0,5500.0,7.51,0.07,685,No,0
33.0,64571.0,2500.0,9.99,0.04,725,No,0
28.0,270943.0,25000.0,15.3,0.09,656,Yes,0
23.0,34765.0,2875.0,15.23,0.08,633,No,0
22.0,51398.0,6600.0,16.89,0.13,608,No,1
23.0,90980.0,12000.0,7.51,0.13,684,Yes,0
29.0,61092.0,4000.0,12.32,0.07,701,Yes,0
27.0,83195.0,8000.0,6.62,0.1,592,Yes,0
23.0,50285.0,4700.0,7.9,0.09,637,Yes,0
22.0,59584.0,10418.0,9.15,0.17,593,No,1
27.0,121369.0,20000.0,6.17,0.16,701,No,0
26.0,55169.0,11000.0,6.99,0.2,584,Yes,0
23.0,38803.0,4000.0,7.68,0.1,674,Yes,0
28.0,46525.0,10750.0,10.75,0.23,671,Yes,0
40.0,115262.0,5000.0,10.65,0.04,583,Yes,0
43.0,67140.0,11750.0,10.99,0.18,676,Yes,0
31.0,63789.0,8368.0,7.78,0.13,654,No,1
27.0,85086.0,1000.0,6.54,0.01,663,No,0
25.0,120853.0,29606.0,17.45,0.24,559,Yes,0
23.0,109032.0,5000.0,5.42,0.05,671,Yes,0
42.0,32725.0,5000.0,10.42,0.15,689,No,0
53.0,61102.0,4500.0,11.01,0.07,646,No,0
22.0,52767.0,11000.0,5.42,0.21,646,Yes,0
40.0,105005.0,10000.0,10.25,0.1,619,Yes,0
30.0,97007.0,3000.0,5.79,0.03,659,Yes,0
27.0,67132.0,12000.0,11.01,0.18,549,No,0
24.0,36298.0,2250.0,12.73,0.06,633,No,0
25.0,49919.0,6946.0,10.98,0.14,688,No,0
24.0,511121.0,10000.0,7.88,0.02,678,No,0
23.0,157057.0,20000.0,12.73,0.13,582,No,0
38.0,100546.0,24000.0,14.91,0.24,647,No,1
25.0,59697.0,7000.0,6.99,0.12,685,No,0
28.0,20167.0,3089.0,8.53,0.15,631,No,1
27.0,93664.0,18500.0,11.11,0.2,605,No,0
21.0,67289.0,8900.0,6.17,0.13,670,No,0
26.0,85127.0,12000.0,11.29,0.14,655,Yes,0
24.0,58572.0,17000.0,6.91,0.29,683,Yes,0
28.0,41940.0,5500.0,11.7,0.13,573,Yes,0
23.0,61193.0,6000.0,13.03,0.1,671,Yes,0
22.0,76682.0,15000.0,11.01,0.2,678,Yes,0
37.0,313076.0,20000.0,14.96,0.06,673,Yes,0
22.0,37063.0,4350.0,6.03,0.12,589,Yes,0
24.0,88038.0,25000.0,17.99,0.28,644,No,0
29.0,91055.0,6500.0,10.74,0.07,601,Yes,0
26.0,39258.0,3000.0,11.37,0.08,677,Yes,0
28.0,90935.0,5625.0,6.91,0.06,626,Yes,0
25.0,80269.0,25000.0,15.33,0.31,661,No,1
51.0,802050.0,10000.0,13.98,0.01,760,No,0
29.0,138881.0,6500.0,10.65,0.05,648,Yes,0
28.0,24905.0,4000.0,10.99,0.16,587,No,0
28.0,30051.0,10000.0,12.87,0.33,734,No,1
31.0,300675.0,4000.0,14.22,0.01,699,Yes,0
23.0,30186.0,2000.0,13.78,0.07,618,Yes,0
24.0,26741.0,6600.0,12.68,0.25,586,No,1
21.0,16604.0,2525.0,11.01,0.15,684,No,1
26.0,39004.0,6400.0,14.35,0.16,635,Yes,0
22.0,115835.0,3000.0,7.9,0.03,686,Yes,0
29.0,49039.0,5400.0,7.9,0.11,646,Yes,0
